retailerProductId,name,brand,url,matchedFieldTitles,matchedSnippets,categoryPaths
634299011,Mooncup Organic Cotton Applicator Tampons Heavy,&Sisters by Mooncup,https://www.ocado.com/products/634299011/details,dietaryInformation,Organic; Suitable for Vegans,health-beauty-personal-care/period-care/tampons
634301011,Mooncup Organic Cotton Applicator Tampons Medium,&Sisters by Mooncup,https://www.ocado.com/products/634301011/details,dietaryInformation,Organic; Suitable for Vegans,health-beauty-personal-care/period-care/tampons
634303011,"Mooncup Original Menstrual Cup, Size A",&Sisters by Mooncup,https://www.ocado.com/products/634303011/details,features | dietaryInformation,"Holds 3 tampons worth of blood, Suitable for vegans | Suitable for Vegans",health-beauty-personal-care/period-care/period-pants-menstrual-cups-reusables/menstrual-cups
634302011,"Mooncup Original Menstrual Cup, Size B",&Sisters by Mooncup,https://www.ocado.com/products/634302011/details,features | dietaryInformation,"Holds 3 tampons worth of blood, Suitable for vegans | Suitable for Vegans",health-beauty-personal-care/period-care/period-pants-menstrual-cups-reusables/menstrual-cups
608145011,19 Crimes Revolutionary Rose,19 Crimes,https://www.ocado.com/products/608145011/details,dietaryInformation,Suitable for Vegans,beer-wine-spirits/wine/rose-wine/shop-by-country/spain | beer-wine-spirits/wine/rose-wine/shop-by-flavour/pale-crisp | beer-wine-spirits/wine/rose-wine/still-rose-wine
554148011,6 O'clock Gin Exotic Orange Gin & Tonic,6 O'clock Gin,https://www.ocado.com/products/554148011/details,dietaryInformation,Free From Artificial Colours and Flavours. Suitable for vegans.,beer-wine-spirits/cocktails/individual-serving
554145011,6 O'clock Gin London Dry Gin & Tonic,6 O'clock Gin,https://www.ocado.com/products/554145011/details,dietaryInformation,Free From Artificial Colours and Flavours. Suitable for vegans.,beer-wine-spirits/cocktails/individual-serving
688034011,"6Percent Mid-Strength Red Wine, Merlot and Cabernet Sauvignon 2024",6Percent,https://www.ocado.com/products/688034011/details,dietaryInformation,Suitable for Vegans and Vegetarians,beer-wine-spirits/low-alcohol-alcohol-free/session-drinks | beer-wine-spirits/low-alcohol-alcohol-free/wine/low-alcohol | beer-wine-spirits/wine/low-no-alcohol-wine/low-alcohol-wine | beer-wine-spirits/wine/red-wine/shop-by-country/france/bordeaux | beer-wine-spirits/wine/red-wine/shop-by-variety/cabernet-sauvignon | new-trending/new
688035011,"6Percent Mid-Strength White Wine, Sauvignon Blanc 2024",6Percent,https://www.ocado.com/products/688035011/details,dietaryInformation,Suitable for Vegans and Vegetarians,beer-wine-spirits/low-alcohol-alcohol-free/session-drinks | beer-wine-spirits/low-alcohol-alcohol-free/wine/low-alcohol | beer-wine-spirits/wine/low-no-alcohol-wine/low-alcohol-wine | beer-wine-spirits/wine/white-wine/shop-by-country/france/bordeaux | beer-wine-spirits/wine/white-wine/shop-by-variety/sauvignon-blanc | new-trending/new
674464011,7th Heaven Llamacorn Face Sheet Mask,7th Heaven,https://www.ocado.com/products/674464011/details,dietaryInformation,Not Tested on Animals; Suitable for Vegans; Suitable for Vegetarians,health-beauty-personal-care/skin-care/face-masks/sheet-masks
674466011,7th Heaven Nutriactive Hyaluronic Acid Sheet Mask,7th Heaven,https://www.ocado.com/products/674466011/details,dietaryInformation,Suitable for Vegans; Suitable for Vegetarians,health-beauty-personal-care/skin-care/face-masks/hydrating-brightening | health-beauty-personal-care/skin-care/face-masks/sheet-masks
674465011,7th Heaven Nutriactive Retinol Sheet Mask,7th Heaven,https://www.ocado.com/products/674465011/details,dietaryInformation,Suitable for Vegans; Suitable for Vegetarians,health-beauty-personal-care/skin-care/face-masks/detoxifying-anti-blemish | health-beauty-personal-care/skin-care/face-masks/sheet-masks
674467011,7th Heaven Nutriactive Vit C Sheet Mask,7th Heaven,https://www.ocado.com/products/674467011/details,dietaryInformation,Suitable for Vegans; Suitable for Vegetarians,health-beauty-personal-care/skin-care/face-masks/hydrating-brightening | health-beauty-personal-care/skin-care/face-masks/sheet-masks
558057011,A.Vogel Immune Support Tablets,A.Vogel,https://www.ocado.com/products/558057011/details,features | dietaryInformation,"With Nasturtium extract, Zinc, Acerola and Vitamin D, Immune Tablets, Daily food supplement, Plant Based Vitamin D, Lactose and gluten free, Suitable for vegetarians and vegans | Suitable for Vegetarians; Suitable for Vegans; Gluten free",health-beauty-personal-care/health-medicines/vitamins-minerals-supplements/immunity
684236011,Aagrah Garlic & Coriander Naan,Aagrah,https://www.ocado.com/products/684236011/details,features | dietaryInformation,"Flame Baked and Handmade, Chilli rating - Mild - 1, Suitable for Vegans | Suitable for Vegans",bakery/wraps-pitta-naan-bread/naan-bread | dietary-lifestyle-world-foods/world-foods/indian/naan | food-cupboard/meal-kits/indian/naan-bread
684237011,Aagrah Plain Naan,Aagrah,https://www.ocado.com/products/684237011/details,features | dietaryInformation,"Flame Baked and Handmade, Chilli Rating - Mild - 1, Suitable for Vegans | Suitable for Vegans",bakery/wraps-pitta-naan-bread/naan-bread | dietary-lifestyle-world-foods/world-foods/indian/naan | food-cupboard/meal-kits/indian/naan-bread
582182011,Abbazia Prosecco Organic Fortuna,Abbazia,https://www.ocado.com/products/582182011/details,dietaryInformation,Suitable for vegetarians and vegans,beer-wine-spirits/wine/champagne-prosecco-sparkling-wine/prosecco | dietary-lifestyle-world-foods/organic/drinks-alcohol/alcohol/wine
95400011,Aberfeldy 12 Year Old Highland Single Malt Scotch Whisky,Aberfeldy,https://www.ocado.com/products/95400011/details,dietaryInformation,Suitable for Vegans; Suitable for Vegetarians,beer-wine-spirits/alcohol-gifts | beer-wine-spirits/brands-we-love/whisky-collection/gifting | beer-wine-spirits/brands-we-love/whisky-collection/single-malt-whisky | beer-wine-spirits/brands-we-love/whisky-collection/special-occasions | beer-wine-spirits/brands-we-love/whisky-collection/spicy | beer-wine-spirits/cocktails/whisky | beer-wine-spirits/spirits/whisky/single-malt-whisky | occasions-entertaining/gifts/shop-by-gift-type/alcohol-gifts/whisky-gifts
681238011,Absolut & Sprite,Absolut,https://www.ocado.com/products/681238011/details,dietaryInformation,Suitable for Vegans; Suitable for Vegetarians,beer-wine-spirits/cocktails/individual-serving
681237011,Absolut & Sprite Watermelon,Absolut,https://www.ocado.com/products/681237011/details,features | dietaryInformation,"Natural Flavourings, GMO Free, Suitable for vegetarians, Suitable for vegans | Suitable for Vegans; Suitable for Vegetarians",beer-wine-spirits/cocktails/individual-serving
562690011,Acti-Snack High Protein Peanut Butter Granola,Acti-Snack,https://www.ocado.com/products/562690011/details,features | dietaryInformation,"Made with 30% Peanut Butter, Go Further Faster, 23% protein, Source of Iron, High in Fibre, All Natural Ingredients, Suitable for vegans | Suitable for Vegans",food-cupboard/breakfast-cereals/granola-muesli/granola | health-beauty-personal-care/health-medicines/sports-nutrition/protein-shop/protein-snacks
562691011,Acti-Snack Keto Dark Choc Almond Granola,Acti-Snack,https://www.ocado.com/products/562691011/details,features | dietaryInformation,"Low Sugar Real Food Fuel 20% Protein Only 2g sugar per serving Top cereals, porridge or yogurt for a supercharged breakfast All Natural Ingredients Suitable for vegans | Suitable for Vegans",dietary-lifestyle-world-foods/keto/low-carb-cereal-bread/low-carb-cereal | food-cupboard/breakfast-cereals/gluten-free/granola-muesli/granola | food-cupboard/breakfast-cereals/granola-muesli/granola | health-beauty-personal-care/health-medicines/sports-nutrition/protein-shop/protein-snacks
665500011,Acti-Snack Keto Smoky Chipotle Trail Mix,Acti-Snack,https://www.ocado.com/products/665500011/details,features | dietaryInformation,"Low Sugar, Real Food Fuel, 21% Protein, 2g Sugar per serving, Gluten free, Suitable for vegans | Gluten free; Suitable for Vegans",dietary-lifestyle-world-foods/keto/nuts-seeds/nuts | food-cupboard/crisps-snacks-nuts/nuts-seeds-fruit-snacks/trail-mix-snacks
536490011,Acti-Snack Peanut Butter Energy Mix ,Acti-Snack,https://www.ocado.com/products/536490011/details,features | dietaryInformation,"Protein on the go, Go further faster, High in fibre, Source of iron and magnesium, Gluten free, Suitable for vegans | Gluten free; Suitable for Vegans",food-cupboard/crisps-snacks-nuts/nuts-seeds-fruit-snacks/nuts/mixed-nuts | food-cupboard/crisps-snacks-nuts/protein-energy-snacks/protein-snacks | health-beauty-personal-care/health-medicines/sports-nutrition/protein-shop/protein-snacks
536492011,Acti-Snack Salt & Apple Cider Vinegar Keto Crunch ,Acti-Snack,https://www.ocado.com/products/536492011/details,features | dietaryInformation,"Protein on the go, Go further faster, High in magnesium, Gluten free, Suitable for vegans | Gluten free; Suitable for Vegans",food-cupboard/crisps-snacks-nuts/nuts-seeds-fruit-snacks/nuts/mixed-nuts | food-cupboard/crisps-snacks-nuts/protein-energy-snacks/protein-snacks | health-beauty-personal-care/health-medicines/sports-nutrition/protein-shop/protein-snacks
536489011,Acti-Snack Salted Dark Chocolate Energy Mix ,Acti-Snack,https://www.ocado.com/products/536489011/details,features | dietaryInformation,"Protein on the go, Go further faster, High in fibre, Source of iron and magnesium, Gluten free, Suitable for vegans | Gluten free; Suitable for Vegans",food-cupboard/crisps-snacks-nuts/nuts-seeds-fruit-snacks/nuts/mixed-nuts | food-cupboard/crisps-snacks-nuts/protein-energy-snacks/protein-snacks | health-beauty-personal-care/health-medicines/sports-nutrition/protein-shop/protein-snacks
73773011,Activia Vanilla & Granola Low Fat Gut Health Yoghurt Breakfast Pot,Activia,https://www.ocado.com/products/73773011/details,dietaryInformation,Suitable for Vegans,dietary-lifestyle-world-foods/b-corp-certified/fresh-chilled-food/yoghurt | dietary-lifestyle-world-foods/gut-health-fermented-foods/brands/activia | dietary-lifestyle-world-foods/gut-health-fermented-foods/breakfast | dietary-lifestyle-world-foods/gut-health-fermented-foods/yoghurt | fresh-chilled-food/yoghurts/breakfast-pots
586136011,Adnams Kobold English Lager,Adnams,https://www.ocado.com/products/586136011/details,features | dietaryInformation,Suitable for Vegans | Suitable for Vegans,beer-wine-spirits/cider/apple-cider
551837011,Adnams Rye Malt Whisky,Adnams,https://www.ocado.com/products/551837011/details,dietaryInformation,Suitable for vegans.,beer-wine-spirits/cocktails/whisky | beer-wine-spirits/spirits/whisky/single-malt-whisky
551836011,Adnams Triple Malt Whisky,Adnams,https://www.ocado.com/products/551836011/details,dietaryInformation,Suitable for vegans.,beer-wine-spirits/cocktails/whisky | beer-wine-spirits/spirits/whisky/blended-scotch-whisky
632844011,ADONiS Double Choc Crisp Keto Protein Bar,Adonis,https://www.ocado.com/products/632844011/details,features | dietaryInformation,"9g Protein, 3.4 Net Carbs, Suitable for Vegans | Suitable for Vegans",dietary-lifestyle-world-foods/keto/food-cupboard | dietary-lifestyle-world-foods/keto/snacks | food-cupboard/breakfast-cereals/cereal-snack-bars/energy-protein-bars/protein | food-cupboard/crisps-snacks-nuts/protein-energy-snacks/protein-snacks | health-beauty-personal-care/health-medicines/sports-nutrition/protein-bars-snacks/protein-bars
678292011,Agua de Madre Raspberry & PassionFruit Water Kefir,Agua de Madre,https://www.ocado.com/products/678292011/details,features | dietaryInformation,"Naturally Fermented, Gut Health, Live Cultures, Plant Based, Suitable for Vegans | Suitable for Vegans",events-inspiration/buy-women-built/drinks | soft-drinks-tea-coffee/energy-sports-health-drinks/health-functional-drinks/healthy-lifestyle | soft-drinks-tea-coffee/energy-sports-health-drinks/health-functional-drinks/water | soft-drinks-tea-coffee/water/fruit-flavoured-water/cans
78577011,Ainsley Harriott Moroccan Medley Cous Cous,Ainsley Harriot,https://www.ocado.com/products/78577011/details,dietaryInformation,Low Fat; Suitable for Vegans; Suitable for Vegetarians,food-cupboard/rice-pasta-pulses/heat-to-eat/cous-cous | food-cupboard/rice-pasta-pulses/pulses/cous-cous/microwaveable-cous-cous
636826011,Akarua Central Otago Pinot Noir,Akarua,https://www.ocado.com/products/636826011/details,dietaryInformation,Suitable for vegans,beer-wine-spirits/wine/fine-wine/new-world | beer-wine-spirits/wine/red-wine/shop-by-country/new-zealand
665631011,Akashi-Tai Tokubetsu Honjozo Sake,Akashi-Tai,https://www.ocado.com/products/665631011/details,features | dietaryInformation,"Fermented beverage made from rice, Suitable for vegans | Suitable for Vegans",beer-wine-spirits/cocktails/evening-liqueurs | beer-wine-spirits/spirits/world-spirits
596621011,Al'Fez Harissa Paste,Al'Fez,https://www.ocado.com/products/596621011/details,features | dietaryInformation | detailedDescription,"Chilli rating - 2, Warm & Aromatic, Great taste - 2015, Suitable for vegans | Suitable for Vegans | What is Harissa paste? A warm & aromatic chilli paste with tomatoes and garlic - a staple flavour of Middle Eastern cuisine, originating from North Africa. Medium SpiceThere are so many exciting flavours and dishes to discover from across the Middle East. Why not release your adventurous side with Al'Fez Harissa Spice Paste. For a fantastic midweek meal, marinate 300g diced chicken breast in 2tbsp harissa paste mixed with 2tbsp natural yogurt. Set aside to marinate for at least 30 minutes. Thread the chicken pieces onto the skewers and griddle over a medium heat for 10–15 minutes, or until cooked through. Garnish with finely chopped parsley and serve with Al‘Fez Moroccan Spiced Couscous. Welcome to our table.Suitable for vegetarians and vegans.Please recycle.At Al'Fez, our mission is to help everyone discover exciting, vibrant, frgarant flavours of the Middle East. Why not explore the rest of our Al'Fez range of cooking sauces and pastes, kits, flatbreads and couscous, and discover a new meal to put on the menu tonight. For more recipes and ideas, head over to: www.alfez.com",food-cupboard/cooking-ingredients/chopped-ingredients-pastes/pastes | food-cupboard/cooking-ingredients/spices/harissa
596300011,Al'Fez Lebanese Za'atar Flatbreads,Al'Fez,https://www.ocado.com/products/596300011/details,features | dietaryInformation,"Flame Baked, Wrap kebab falafel, Dip houmous, Suitable for Vegans | Suitable for Vegans",food-cupboard/crackers-crispbreads/crispbreads-flatbreads/flatbreads | food-cupboard/meal-kits/middle-eastern
556501011,Al'Fez Moroccan Style Chicken Tagine Sauce,Al'Fez,https://www.ocado.com/products/556501011/details,features | dietaryInformation,"Sweet & Herby, Chilli rating - 1, Low Saturated Fat, Gluten Free, No Artificial Colours, Flavours, Suitable for Vegans | Gluten free; Suitable for Vegans",dietary-lifestyle-world-foods/vegan/food-cupboard | food-cupboard/cooking-sauces/casserole-other-sauces | food-cupboard/cooking-sauces/tagine
556500011,Al'Fez Moroccan Style Meatball Tagine Sauce,Al'Fez,https://www.ocado.com/products/556500011/details,features | dietaryInformation,"Rich & Aromatic, Chilli rating - Medium - 2, Low Saturated Fat, Gluten Free, No Artificial Colours, Flavours or Preservatives, Suitable for Vegans | Gluten free; Suitable for Vegans",dietary-lifestyle-world-foods/vegan/food-cupboard | dietary-lifestyle-world-foods/vegetarian/food-cupboard | food-cupboard/cooking-sauces/casserole-other-sauces | food-cupboard/cooking-sauces/pasta-sauces/bolognese-sauces | food-cupboard/cooking-sauces/tagine
679519011,Al'Fez Moussaka Sauce,Al'Fez,https://www.ocado.com/products/679519011/details,features | dietaryInformation,"Rich & Fragrant, Chilli Rating - Mild - 1/3, No Artificial Colours, Flavours or Preservatives, Low Saturated Fat, Gluten Free, Suitable for Vegans | Gluten free; Suitable for Vegans",food-cupboard/cooking-sauces/casserole-other-sauces | food-cupboard/cooking-sauces/pasta-sauces/bolognese-sauces | food-cupboard/cooking-sauces/pasta-sauces/pasta-bake-lasagne-sauces/lasagne-sauces | food-cupboard/cooking-sauces/pasta-sauces/pasta-bake-lasagne-sauces/pasta-bake-sauces
672778011,Al'Fez Natural Tahini Paste,Al'Fez,https://www.ocado.com/products/672778011/details,features | dietaryInformation,"No Artificial Colours, Flavours or Preservatives, Suitable for Vegans, Natural, 100% Sesame Seeds | Suitable for Vegans",dietary-lifestyle-world-foods/vegetarian/food-cupboard | food-cupboard/cooking-ingredients/olives-antipasti-jarred-goods/tahini-paste
672269011,Al'Fez Pearl Couscous,Al'Fez,https://www.ocado.com/products/672269011/details,features | dietaryInformation,"Light & Fluffy, Quick & Easy, Suitable for Vegans | Suitable for Vegans",dietary-lifestyle-world-foods/vegan/food-cupboard | dietary-lifestyle-world-foods/vegetarian/food-cupboard | food-cupboard/meal-kits/middle-eastern | food-cupboard/rice-pasta-pulses/pulses/cous-cous/dried-cous-cous
630990011,Al'Fez Shakshuka Sauce,Al'Fez,https://www.ocado.com/products/630990011/details,features | dietaryInformation,"Lightly Spiced Tomato Sauce, Just add eggs, Chilli rating - 1, Gluten Free, No Artificial Colours, Flavours or Preservatives, Suitable for Vegans | Gluten free; Suitable for Vegans",food-cupboard/cooking-sauces/curry-sauces-pastes/curry-sauces/indian-curries
605050011,Al'Fez Shawarma Kebab Paste,Al'Fez,https://www.ocado.com/products/605050011/details,features | dietaryInformation,"Chilli rating - 2, Suitable for Vegans | Suitable for Vegans",food-cupboard/cooking-ingredients/seasonings-rubs/made-for-meat
641568011,Alara Organic Oat Bran,Alara,https://www.ocado.com/products/641568011/details,features | dietaryInformation,"Delicious and sustainable, Net Zero Carbon, High Soluble Fibre, Micronutrients, Beta-Glucan, The goodness of oats, intensified, Contains Beta-Glucan shown to Reduce Cholesterol, Healthy Diet, Supports Active Lifestyle, Organic, GMO Free, Suitable for Vegans | Suitable for Vegans; Organic",dietary-lifestyle-world-foods/organic/food-cupboard/breakfast-cereals/breakfast-cereals | dietary-lifestyle-world-foods/vegan/food-cupboard | food-cupboard/breakfast-cereals/healthier-cereal/bran-fibre | food-cupboard/breakfast-cereals/porridge-oats/loose
527206011,Alara Organic Raw Milled Linseeds,Alara,https://www.ocado.com/products/527206011/details,dietaryInformation,No Added Sugar; No Added Salt; Gluten free; Organic; Suitable for Vegans; Suitable for Vegetarians,dietary-lifestyle-world-foods/organic/food-cupboard/breakfast-cereals/breakfast-cereals | dietary-lifestyle-world-foods/organic/food-cupboard/seeds-nuts/seeds | food-cupboard/sugar-home-baking/nuts-seeds/seeds/linseed | health-beauty-personal-care/health-medicines/discover-health-foods/hemp-chia-flax-seeds/flax-seeds-linseeds
641567011,Alara Organic Wheat Bran,Alara,https://www.ocado.com/products/641567011/details,features | dietaryInformation,"Delicious and sustainable, Net Zero Carbon, High Fibre, Vitamins Minerals, Protein, Nutritional powerhouse packed with fibre and protein, Supports Digestive Health, Supports Active Lifestyle, Healthy Diet, Organic, GMO Free, Suitable for Vegans | Suitable for Vegans; Organic",dietary-lifestyle-world-foods/organic/food-cupboard/breakfast-cereals/breakfast-cereals | dietary-lifestyle-world-foods/vegan/food-cupboard | food-cupboard/breakfast-cereals/healthier-cereal/bran-fibre
527203011,Alara Superfoods Muesli,Alara,https://www.ocado.com/products/527203011/details,dietaryInformation,Organic; No Added Sugar; No Added Salt; Suitable for Vegans; Suitable for Vegetarians,dietary-lifestyle-world-foods/free-from/sugar-free-no-added-sugar/breakfast-cereals-bars/cereals | dietary-lifestyle-world-foods/organic/food-cupboard/breakfast-cereals/breakfast-cereals | dietary-lifestyle-world-foods/vegan/food-cupboard | food-cupboard/breakfast-cereals/granola-muesli/muesli | food-cupboard/breakfast-cereals/healthier-cereal/low-sugar
12052011,Alka Seltzer Original Pain Relief Effervescent Tablets,Alka Seltzer,https://www.ocado.com/products/12052011/details,dietaryInformation,Suitable for Vegetarians; Suitable for Vegans; No Sugar,events-inspiration/winter-wellness/pain-relief | health-beauty-personal-care/health-medicines/cold-flu-cough/cold-flu/tablets-capsules | health-beauty-personal-care/health-medicines/cold-flu-cough/sore-throat | health-beauty-personal-care/health-medicines/digestive-health/heartburn-indigestion/tablets-capsules | health-beauty-personal-care/health-medicines/pain-relief/aspirin
42579011,Alka Seltzer XS Extra Strong Pain Relief Effervescent Tablets,Alka Seltzer,https://www.ocado.com/products/42579011/details,features | dietaryInformation | detailedDescription,"Fast, double action pain relief, Water-soluble tablets with aspirin, paracetamol + caffeine, For general pain including headaches & migraines, period pain, rheumatic & muscular pain, Relief from cold & flu symptoms, Sugar free, Suitable for vegetarians & vegans | No Sugar; Suitable for Vegans; Suitable for Vegetarians | Alka-Seltzer XS is a double action formula, with added caffeine, designed to act fast on pain. The soluble tablets contain aspirin and paracetamol, which together have pain relief, fever relief, and anti-inflammatory properties. Aspirin and paracetamol are rapidly absorbed and distributed around the body to provide fast relief of general pain such as headaches, migraines, period pain, toothache, and sore throat. Alka-Seltzer XS also provides symptomatic relief of fever, colds and flu, as well as rheumatic pain, sciatica, lumbago, fibrositis, and muscular aches and pains. Alka-Seltzer XS can be taken by adults and children over 16. It is sugar free and suitable for vegetarians and vegans.",events-inspiration/winter-wellness/pain-relief | health-beauty-personal-care/health-medicines/cold-flu-cough/cold-flu/tablets-capsules | health-beauty-personal-care/health-medicines/cold-flu-cough/sore-throat | health-beauty-personal-care/health-medicines/pain-relief/aspirin | health-beauty-personal-care/health-medicines/pain-relief/headache-migraine/tablets-capsules | health-beauty-personal-care/health-medicines/pain-relief/paracetamol
260006011,Allinson's Easy Bake Yeast Tin,Allinson's,https://www.ocado.com/products/260006011/details,features | dietaryInformation,"Quality ingredients, Better baking every time, For bread makers & hand baking, Makes up to 14 loaves, Suitable for vegetarians and vegans | Suitable for Vegetarians; Suitable for Vegans",food-cupboard/ready-set-bake/essential-ingredients/baking-powder-raising-agents | food-cupboard/sugar-home-baking/baking-powder-raising-agents/yeast
677069011,Allinson's Lightly Seeded Sliced Bread,Allinson's,https://www.ocado.com/products/677069011/details,features | dietaryInformation,"Source of fibre, Artificial preservative & emulsifier free, Suitable for vegetarians and vegans | Suitable for Vegans; Suitable for Vegetarians",bakery/bread/seeded-bread | dietary-lifestyle-world-foods/vegan/food-cupboard | dietary-lifestyle-world-foods/vegetarian/food-cupboard
677068011,Allinson's Soya and Linseed Sliced Seeded Bread,Allinson's,https://www.ocado.com/products/677068011/details,features | dietaryInformation,"Source of fibre, Artificial preservative & emulsifier free, Suitable for vegetarians and vegans | Suitable for Vegans; Suitable for Vegetarians",bakery/bread/seeded-bread | dietary-lifestyle-world-foods/vegan/food-cupboard | dietary-lifestyle-world-foods/vegetarian/food-cupboard
623060011,Allinson's Strong White Bread Flour,Allinson's,https://www.ocado.com/products/623060011/details,features | dietaryInformation,"Quality Ingredients, Suitable for vegetarians, Suitable for vegans | Suitable for Vegans; Suitable for Vegetarians",food-cupboard/ready-set-bake/essential-ingredients/flour/bread-flour | food-cupboard/sugar-home-baking/flour/bread-flour
487379011,Allinson's Time Saver Yeast,Allinson's,https://www.ocado.com/products/487379011/details,features | dietaryInformation,"Proves in up to half the time, Suitable for vegetarians and vegans | Suitable for Vegetarians; Suitable for Vegans",dietary-lifestyle-world-foods/vegan/ingredients | food-cupboard/ready-set-bake/essential-ingredients/baking-powder-raising-agents | food-cupboard/sugar-home-baking/baking-powder-raising-agents/yeast
662648011,Italian Plastic Pinot Gris Blush,Alpha Box & Dice,https://www.ocado.com/products/662648011/details,dietaryInformation,Suitable for Vegetarians and Vegans,beer-wine-spirits/wine/our-latest-wines | beer-wine-spirits/wine/rose-wine/shop-by-country/australia | beer-wine-spirits/wine/rose-wine/shop-by-flavour/aromatic-floral | beer-wine-spirits/wine/rose-wine/still-rose-wine
662649011,Italian Plastic Super Glou Malbec,Alpha Box & Dice,https://www.ocado.com/products/662649011/details,dietaryInformation,Suitable for Vegans,beer-wine-spirits/wine/fine-wine/new-world | beer-wine-spirits/wine/our-latest-wines | beer-wine-spirits/wine/red-wine/shop-by-country/australia | beer-wine-spirits/wine/red-wine/shop-by-flavour/rich-spicy | beer-wine-spirits/wine/red-wine/shop-by-variety/malbec | beer-wine-spirits/wine/red-wine/shop-by-variety/other-grapes
662647011,Italian Plastics Pet Nat,Alpha Box & Dice,https://www.ocado.com/products/662647011/details,dietaryInformation,Suitable for Vegans,beer-wine-spirits/wine/champagne-prosecco-sparkling-wine/rose-sparkling-wine | beer-wine-spirits/wine/champagne-prosecco-sparkling-wine/sparkling-wine/australia-new-zealand | beer-wine-spirits/wine/fine-wine/new-world | beer-wine-spirits/wine/natural-wine/pet-nat | beer-wine-spirits/wine/organic-wine-fairtrade-wines | beer-wine-spirits/wine/our-latest-wines | beer-wine-spirits/wine/rose-wine/sparkling-rose-wine
644944011,Alpro 15g High Protein Red Berries Dairy Free Soya Yoghurt Alternative,Alpro,https://www.ocado.com/products/644944011/details,features | dietaryInformation,"Plant-Based with Live Cultures, Plant Protein 15 g Per Pack, Plant-Based Soya, Free from dairy and gluten, Naturally lactose free, Naturally low in fat and saturated fat, No artificial sweeteners, Suitable for vegans | Low Fat; Suitable for Vegans",dietary-lifestyle-world-foods/brands-we-love/alpro-shop/yoghurt-alternatives | dietary-lifestyle-world-foods/free-from/dairy-free/dairy-free | dietary-lifestyle-world-foods/free-from/lactose-free/yoghurts | dietary-lifestyle-world-foods/free-from/wheat-free/desserts-yoghurts/yoghurts | food-cupboard/crisps-snacks-nuts/protein-energy-snacks/protein-snacks | fresh-chilled-food/yoghurts/dairy-free | fresh-chilled-food/yoghurts/flavoured-yoghurts/single-pots | fresh-chilled-food/yoghurts/single-pots/flavoured | health-beauty-personal-care/health-medicines/sports-nutrition/protein-shop/yoghurt-puddings
679653011,Alpro Almond Long Life Dairy Free Drink (Pack of 8),Alpro,https://www.ocado.com/products/679653011/details,dietaryInformation,Suitable for Coeliacs; Suitable for Vegans,fresh-chilled-food/dairy-eggs/milk-alternatives/long-life-milk-alternatives
679654011,Alpro Almond No Sugar Long Life Dairy Free Drink (Pack of 8),Alpro,https://www.ocado.com/products/679654011/details,dietaryInformation,No Sugar; Suitable for Coeliacs; Suitable for Vegans,dietary-lifestyle-world-foods/free-from/gluten-free/milk-cream-alternatives/milk-alternatives | dietary-lifestyle-world-foods/free-from/lactose-free/milk-cream-alternatives/milk-alternatives | dietary-lifestyle-world-foods/vegan/dairy-alternatives | fresh-chilled-food/dairy-eggs/milk-alternatives/lactose-free-milk | fresh-chilled-food/dairy-eggs/milk-alternatives/long-life-milk-alternatives
649779011,Alpro Barista Caramel Plant-Based Chilled Dairy Free Drink,Alpro,https://www.ocado.com/products/649779011/details,dietaryInformation,Suitable for Vegans,dietary-lifestyle-world-foods/free-from/lactose-free/milk-cream-alternatives/milk | dietary-lifestyle-world-foods/free-from/lactose-free/milk-cream-alternatives/milk-alternatives | fresh-chilled-food/dairy-eggs/milk-alternatives/fresh-milk-alternatives
633857011,Alpro Barista Coconut Chilled Dairy Free Drink,Alpro,https://www.ocado.com/products/633857011/details,features | dietaryInformation,"World Barista Championship - 2023 Sponsor, Fabulously Foamable, With Soya, A source of Calcium and Plant Protein, Plant-Based with Calcium, Source of calcium & vit. B12, D2, Low in fat, Naturally lactose free, Free from colours & preservatives, Plant-Based Yumminess, Free from dairy and gluten, Suitable for Vegans | Low Fat; Suitable for Vegans",dietary-lifestyle-world-foods/vegan/dairy-alternatives | fresh-chilled-food/dairy-eggs/milk-alternatives/fresh-milk-alternatives
559020011,Alpro Barista Coconut Long Life Dairy Free Drink,Alpro,https://www.ocado.com/products/559020011/details,dietaryInformation,Suitable for Vegans,dietary-lifestyle-world-foods/b-corp-certified/drinks/dairy-free-milk | dietary-lifestyle-world-foods/free-from/dairy-free/milk-cream-alternatives/milk-alternatives | dietary-lifestyle-world-foods/free-from/gluten-free/milk-cream-alternatives/milk-alternatives | dietary-lifestyle-world-foods/vegan/dairy-alternatives | fresh-chilled-food/dairy-eggs/milk-alternatives/long-life-milk-alternatives
633864011,Alpro Barista Oat Chilled Dairy Free Drink,Alpro,https://www.ocado.com/products/633864011/details,dietaryInformation,Low Fat; Suitable for Vegans,dietary-lifestyle-world-foods/vegan/dairy-alternatives | fresh-chilled-food/dairy-eggs/milk-alternatives/fresh-milk-alternatives
