retailerProductId,name,brand,url,matchedFieldTitles,matchedSnippets,categoryPaths
657160011,M&S Signature Meadow Floral Scented Candle One Size Multi,M&S,https://www.ocado.com/products/657160011/details,specification,"- Burns up to 30 hours - Scented Candle - Burns up to 30 hours - Approved by Cruelty Free International Suitable for vegans - Approved by Cruelty Free International,Suitable for vegans",home-garden/home-fragrance/scented-candles/jars | m-s/m-s-homeware-beauty/m-s-home-fragrance-beauty/m-s-home-fragrance
660312011,M&S Sin Nombre Organic Airen,M&S,https://www.ocado.com/products/660312011/details,features | dietaryInformation,Suitable for vegans | Suitable for Vegans,beer-wine-spirits/wine/white-wine/m-s-white-wine | beer-wine-spirits/wine/white-wine/shop-by-country/spain | events-inspiration/m-s-4-for-3-wine-sale
647946011,M&S Single Village Rioja Alavesa,M&S,https://www.ocado.com/products/647946011/details,dietaryInformation,Suitable for Vegans,beer-wine-spirits/wine/red-wine/m-s-red-wine | beer-wine-spirits/wine/red-wine/shop-by-country/spain | beer-wine-spirits/wine/red-wine/shop-by-variety/other-grapes
620259011,M&S Sink & Drain Unblocker,M&S,https://www.ocado.com/products/620259011/details,features | dietaryInformation,"Plant Based Biogradable Ingradients, Gel Formulation, Zero Fragrance, Cruelty-Free International, Suitable for Vegans | Not Tested on Animals; Suitable for Vegans",home-care-cleaning/kitchen/sink-drain-unblockers
662125011,"M&S SkinKind Sensitive Skin Moisturiser, One Size",M&S,https://www.ocado.com/products/662125011/details,specification,- Suitable for vegans,health-beauty-personal-care/skin-care/body-moisturisers/body-lotions
686972011,M&S Sleep Diffuser,M&S,https://www.ocado.com/products/686972011/details,specification,"- Approved by Cruelty Free International,Suitable for vegans - Height: 26.4cm - Width: 8.1cm - Length: 7.4cm",home-care-cleaning/air-fresheners/reed-diffusers-refills/units | home-garden/home-fragrance/diffusers-refills/diffusers
509885011,M&S Sliced Bamboo Shoots,M&S,https://www.ocado.com/products/509885011/details,features | dietaryInformation | detailedDescription,"Eat well, In Water, Adds a Crunch to Oriental Dishes, Suitable for vegans | Suitable for Vegans | ""M&S Sliced Bamboo Shoots Our sliced bamboo shoots, in water, are perfect for adding an extra crunch to oriental dishes. Suitable for vegans. """,dietary-lifestyle-world-foods/world-foods/japanese/food-cupboard | m-s/m-s-own-brands/m-s-eat-well
652129011,"M&S Slow Morning Scented Candle, Natural",M&S,https://www.ocado.com/products/652129011/details,specification,- Burns up to 35 hours - Scented Candle - Burns up to 35 hours - Suitable for vegans - Approved by Cruelty Free International,home-care-cleaning/air-fresheners/scented-candles/jars | home-garden/home-fragrance/scented-candles/jars | m-s/m-s-homeware-beauty/m-s-home-fragrance-beauty/m-s-home-fragrance
510714011,M&S Small White Pittas,M&S,https://www.ocado.com/products/510714011/details,detailedDescription,"M&S Remarksable Small White Pittas A natural source of Vitamin D and fibre, these soft pittas are perfect for dipping or add your favourite filling for a quick and tasty lunch. Microwave or grill. Suitable for vegetarians and vegans. 12 per pack. All of our breads are a natural source of Vitamin D and Fibre, two nutrients that are naturally low in our diets. We use a natural source of Vitamin D that is produced by yeast, which is why you will find ‘yeast’ on our list of ingredients, not because we use it as part of the dough making process.",bakery/m-s-bakery-favourites | bakery/wraps-pitta-naan-bread/pitta-bread | m-s/m-s-food-cupboard-bakery-drinks/m-s-bakery
632382011,M&S Smokehouse BBQ Seasoning,M&S,https://www.ocado.com/products/632382011/details,features | dietaryInformation | detailedDescription,"A great shortcut to infuse a flame-grilled flavour, even without the grill, Suitable for vegans | Suitable for Vegans | M&S Smokehouse BBQ Seasoning Our smokehouse BBQ seasoning is a great shortcut to infuse a flame-grilled flavour to any dish, without the grill. Suitable for vegans.",food-cupboard/cooking-ingredients/seasonings-rubs/bbq
510282011,M&S Smokehouse Tomato Sauce,M&S,https://www.ocado.com/products/510282011/details,features | dietaryInformation,Suitable for vegans | Suitable for Vegans,food-cupboard/table-sauces-condiments-dressings/condiments/tomato-ketchup
545124011,M&S Smoky Barbecue Flavour Popped Potato Chips,M&S,https://www.ocado.com/products/545124011/details,features | dietaryInformation | detailedDescription,"Eat well, High in Vitamin D, Popped Not Fried, 90 Kcal Per Portion, Source of Fibre, Gluten free, Suitable for vegans | Suitable for Vegans; Gluten free | M&S Smoky BBQ Popped Potato Chips Smokey barbecue flavoured popped potato chips. Perfect for snacking on. Source of fibre. High in vitamin D. Gluten free. Suitable for vegans.",dietary-lifestyle-world-foods/free-from/gluten-free/biscuits-crisps-snacks/crisps/sharing-crisps | dietary-lifestyle-world-foods/m-s-eat-well/nuts-snacks/snacks | dietary-lifestyle-world-foods/vegetarian/deli-snacks | food-cupboard/crisps-snacks-nuts/better-for-you-snacks | food-cupboard/crisps-snacks-nuts/crisps-dips/sharing-crisps/snacks | food-cupboard/crisps-snacks-nuts/under-100-calories/crisps | food-cupboard/food-cupboard-essentials/crisps-snacks-nuts/crisps | m-s/m-s-food-cupboard-bakery-drinks/m-s-food-cupboard/m-s-snacks-treats | m-s/m-s-own-brands/m-s-eat-well
646735011,M&S Smoky Chorizo Peanuts,M&S,https://www.ocado.com/products/646735011/details,features | dietaryInformation | detailedDescription,"Full on Flavour, Punchy Flavours of Meaty Chorizo with a Hint of Smoke & Spice, Suitable for vegans | Suitable for Vegans | M&S Smoky Chorizo Peanuts Roasted peanut splits with punchy flavours of meaty chorizo with a hint of smoke and spice. Suitable for vegans.",dietary-lifestyle-world-foods/vegan/food-cupboard | food-cupboard/crisps-snacks-nuts/nuts-seeds-fruit-snacks/nuts/peanuts | food-cupboard/sugar-home-baking/nuts-seeds/nuts/peanuts | m-s/m-s-food-cupboard-bakery-drinks/m-s-food-cupboard/m-s-snacks-treats
514836011,M&S Smooth Butternut Squash Soup,M&S,https://www.ocado.com/products/514836011/details,dietaryInformation,Suitable for Vegans; Gluten free,fresh-chilled-food/soups/vegetable-soup | m-s/m-s-own-brands/m-s-eat-well | m-s/m-s-ready-meals-easy-cooking/m-s-easy-cooking
562553011,M&S Smooth Cashew Nut Butter,M&S,https://www.ocado.com/products/562553011/details,dietaryInformation,Suitable for Vegans; No Added Sugar; No Added Salt,food-cupboard/jam-spreads-desserts/nut-butters/cashew-butter | m-s/m-s-own-brands/m-s-eat-well
506035011,M&S Smooth Peanut Butter,M&S,https://www.ocado.com/products/506035011/details,features | dietaryInformation,Suitable for vegans | Suitable for Vegans,food-cupboard/jam-spreads-desserts/nut-butters/smooth-peanut-butter | food-cupboard/sugar-home-baking/cake-decorating/sauces
594323011,M&S Smooth White Rum,M&S,https://www.ocado.com/products/594323011/details,features | dietaryInformation,"Rich and Tropical, Made with Cane Molasses for a Soft, Creamy Flavour Perfect for Cocktails, Suitable for vegans | Suitable for Vegans",beer-wine-spirits/spirits/rum/white | m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks
595086011,M&S Smooth White Rum,M&S,https://www.ocado.com/products/595086011/details,features | dietaryInformation | detailedDescription,"Rich and Tropical, Made with Cane Molasses for a Soft, Creamy Flavour, Suitable for vegans | Suitable for Vegans | M&S Smooth White Rum Rich and tropical white rum, distilled in Guyana and made with cane molasses for a soft, creamy flavour. Suitable for vegans. Please drink responsibly: The UK Chief Medical Officers recommend adults do not regularly drink more than 14 units per week",beer-wine-spirits/spirits/rum/white | beer-wine-spirits/spirits/world-spirits | m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks
527653011,M&S Soft & Fruity Rose,M&S,https://www.ocado.com/products/527653011/details,features | dietaryInformation,"Soft & fruity, Tasting notes: A soft & fruity rosé with flavours of summer fruits, Expertly Blended by Marks & Spencer, Suitable for vegans | Suitable for Vegans",beer-wine-spirits/wine/m-s-wines | beer-wine-spirits/wine/rose-wine/m-s-rose | beer-wine-spirits/wine/rose-wine/shop-by-country/australia | beer-wine-spirits/wine/rose-wine/shop-by-flavour/sweet-summery | beer-wine-spirits/wine/rose-wine/still-rose-wine | m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | m-s/m-s-wines
586678011,M&S Soft & Tropical Chardonnay,M&S,https://www.ocado.com/products/586678011/details,features | dietaryInformation,"Wine of Western Cape, South Africa, Suitable for vegans | Suitable for Vegans",beer-wine-spirits/wine/m-s-wines | beer-wine-spirits/wine/white-wine/shop-by-country/france/burgundy | beer-wine-spirits/wine/white-wine/shop-by-country/south-africa | beer-wine-spirits/wine/white-wine/shop-by-flavour/aromatic-floral | beer-wine-spirits/wine/white-wine/shop-by-variety/chardonnay | m-s/m-s-wines
642148011,M&S Soothing Bath Soak Fig & Lotus Flower,M&S,https://www.ocado.com/products/642148011/details,features | dietaryInformation,"With Oat Amino Acids to Cleanse & Relax, Dermatologically Tested, Vegan Formula, Cruelty-Free International™, Suitable for vegans | Not Tested on Animals; Suitable for Vegans",events-inspiration/winter-wellness/bath-body | health-beauty-personal-care/bath-shower-soap/bubble-bath/natural-organic-vegan/vegan | health-beauty-personal-care/bath-shower-soap/bubble-bath/scented | m-s/m-s-homeware-beauty/m-s-home-fragrance-beauty/m-s-beauty
640564011,M&S Soothing Body Butter Fig & Lotus Flower,M&S,https://www.ocado.com/products/640564011/details,features | dietaryInformation,"With Active Oatmeal, To Protect, Calm & Soften, Fig & Lotus Flower, Dermatologically Tested, Cruelty-Free International, Vegan Formula, Suitable for vegans | Suitable for Vegans",events-inspiration/winter-wellness/bath-body | health-beauty-personal-care/natural-organic-vegan/vegan/vegan-skincare/body-moisturisers | health-beauty-personal-care/skin-care/body-moisturisers/body-butters | m-s/m-s-homeware-beauty/m-s-home-fragrance-beauty/m-s-beauty
640567011,M&S Soothing Hand Balm Fig & Lotus Flower,M&S,https://www.ocado.com/products/640567011/details,features | dietaryInformation,"With Active Oatmeal to Protect & Soften, Dermatologically Tested, Cruelty-Free International, Vegan Formula, Suitable for vegans | Not Tested on Animals; Suitable for Vegans",events-inspiration/winter-wellness/hand-foot | health-beauty-personal-care/natural-organic-vegan/vegan/vegan-skincare/body-moisturisers | health-beauty-personal-care/skin-care/hand-foot-lip-care/hand-cream | m-s/m-s-homeware-beauty/m-s-home-fragrance-beauty/m-s-beauty
609278011,M&S Sourdough Pizza Dough,M&S,https://www.ocado.com/products/609278011/details,features | dietaryInformation | detailedDescription,"Ready to Bake & Enjoy, Ready to Roll, With sourdough and extra virgin olive oil, Makes 2 Pizzas, Bakes in 12 mins, Suitable for Sweet & Savoury Recipes, Needs Cooking, Suitable for vegans | Suitable for Vegans | M&S Sourdough Pizza Dough Ready to roll pizza dough, made with sourdough and extra virgin olive oil. Makes 2 pizzas. Bakes in 12 minutes. Suitable for vegans.",fresh-chilled-food/dairy-eggs/butter-fats-spreads/chilled-pastry-dough/dough | fresh-chilled-food/ready-meals-easy-to-cook/m-s-ready-meals/italian | m-s/m-s-best-of-fresh/m-s-dairy-deli/m-s-deli | m-s/m-s-viral
505587011,M&S Spaghetti,M&S,https://www.ocado.com/products/505587011/details,dietaryInformation,Suitable for Vegans,food-cupboard/rice-pasta-pulses/pasta/spaghetti | m-s/m-s-own-brands/m-s-remarksable-value
645645011,M&S Spaghetti Bolognese Cooking Paste,M&S,https://www.ocado.com/products/645645011/details,features | dietaryInformation,"Prep Time 10 Minutes, Cooking Time 35 Minutes, Gluten free, Suitable for vegans | Gluten free; Suitable for Vegans",fresh-chilled-food/meat-poultry/beef/easy-to-cook | fresh-chilled-food/ready-meals-easy-to-cook/easy-to-cook/easy-to-cook
529173011,M&S Spaghetti Loops,M&S,https://www.ocado.com/products/529173011/details,features | dietaryInformation,"In a Rich Tomato Sauce, 1/2 can = 1 of 5 a day, Suitable for vegans | Suitable for Vegans",food-cupboard/tinned-canned/tinned-baked-beans-spaghetti-pasta/spaghetti
660807011,M&S Spanish Crushed Tomato Bread Topper,M&S,https://www.ocado.com/products/660807011/details,features | dietaryInformation,"With: Fresh Tomato & Olive Oil, Ideal with Crusty Bread, Suitable for vegans | Suitable for Vegans",fresh-chilled-food/cooked-meats-deli-dips/olives-tapas-antipasti/tapas | m-s/m-s-best-of-fresh/m-s-dairy-deli/m-s-deli | m-s/m-s-viral
515696011,M&S Spanish Olive Selection,M&S,https://www.ocado.com/products/515696011/details,features | dietaryInformation,"With: Manzanilla & Hojiblanca Olives, Pitted, Suitable for vegans | Suitable for Vegans",dietary-lifestyle-world-foods/vegetarian/deli-snacks | dietary-lifestyle-world-foods/world-foods/spanish/tapas-snacks-olives/olives | fresh-chilled-food/cooked-meats-deli-dips/olives-tapas-antipasti/olives | m-s/m-s-best-of-fresh/m-s-dairy-deli/m-s-deli | m-s/m-s-ready-meals-easy-cooking/m-s-easy-cooking
515808011,M&S Spanish Pitted Mild Manzanilla Olives,M&S,https://www.ocado.com/products/515808011/details,features | dietaryInformation,"With: Olives From Andalucia, Pitted, Suitable for vegans | Suitable for Vegans",dietary-lifestyle-world-foods/vegetarian/deli-snacks | dietary-lifestyle-world-foods/world-foods/spanish/tapas-snacks-olives/olives | events-inspiration/3-for-8-on-deli | fresh-chilled-food/cooked-meats-deli-dips/olives-tapas-antipasti/delicatezze | fresh-chilled-food/cooked-meats-deli-dips/olives-tapas-antipasti/olives | fresh-chilled-food/cooked-meats-deli-dips/olives-tapas-antipasti/tapas | fresh-chilled-food/cooked-meats-deli-dips/top-picks | m-s/m-s-best-of-fresh/m-s-dairy-deli/m-s-deli | m-s/m-s-ready-meals-easy-cooking/m-s-easy-cooking
584677011,M&S Sparkling Blood Orange Water,M&S,https://www.ocado.com/products/584677011/details,features | dietaryInformation,"Eat well, Plant Based Sweetener, No Sugar, No Artificial Sweeteners, Colours or Flavourings, Suitable for vegans | Suitable for Vegans; No Sugar",m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | m-s/m-s-own-brands/m-s-eat-well | soft-drinks-tea-coffee/adult-soft-drinks/large-bottles | soft-drinks-tea-coffee/fizzy-drinks/orange-fruit-flavours/orange | soft-drinks-tea-coffee/water/fruit-flavoured-water/large-bottles
577313011,M&S Sparkling Cloudy Lemonade,M&S,https://www.ocado.com/products/577313011/details,dietaryInformation,Suitable for Vegans,m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | soft-drinks-tea-coffee/fizzy-drinks/lemonade/cloudy-lemonade
619940011,M&S Sparkling Elderflower Presse,M&S,https://www.ocado.com/products/619940011/details,features | dietaryInformation,"Fruity & Floral, Handpicked Elderflower, Suitable for vegans | Suitable for Vegans",beer-wine-spirits/tonic-water-mixers/cordials/elderflower-cordial | m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | soft-drinks-tea-coffee/squash-cordial/cordials/elderflower-cordial
581513011,M&S Sparkling Ginger & Mexican Lime Presse,M&S,https://www.ocado.com/products/581513011/details,features | dietaryInformation,"Warming & Zesty, 53 Cals Per Serving, Suitable for vegans | Suitable for Vegans",m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | soft-drinks-tea-coffee/adult-soft-drinks/large-bottles | soft-drinks-tea-coffee/fizzy-drinks/orange-fruit-flavours/fruit-flavours | soft-drinks-tea-coffee/fizzy-drinks/sugar-free-diet-fizzy-drinks/multipack
583389011,M&S Sparkling Lemon & Lime Water,M&S,https://www.ocado.com/products/583389011/details,features | dietaryInformation,"Plant Based Sweetener, No Sugar, Eat well, No Artificial Sweeteners, Colours or Flavourings, Suitable for vegans | No Sugar; Suitable for Vegans",m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | m-s/m-s-own-brands/m-s-eat-well | soft-drinks-tea-coffee/water/fruit-flavoured-water/large-bottles
580150011,M&S Sparkling Light British Elderflower Presse,M&S,https://www.ocado.com/products/580150011/details,features | dietaryInformation,"Fruity & Floral, 45 Cals Per Serving, Suitable for vegans | Suitable for Vegans",m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | soft-drinks-tea-coffee/adult-soft-drinks/large-bottles | soft-drinks-tea-coffee/fizzy-drinks/orange-fruit-flavours/fruit-flavours
580151011,M&S Sparkling Light Orange & Mango Presse,M&S,https://www.ocado.com/products/580151011/details,features | dietaryInformation,Carbonated spring water drink with Brazilian orange juice and Alphonso mango purée with sugar and sweetener. Suitable for vegans. | Suitable for Vegans,m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | soft-drinks-tea-coffee/adult-soft-drinks/large-bottles | soft-drinks-tea-coffee/fizzy-drinks/orange-fruit-flavours/orange
577320011,M&S Sparkling Sicilian Lemon & British Mint Presse,M&S,https://www.ocado.com/products/577320011/details,features | dietaryInformation,Sparkling light Sicilian lemon and British mint presse. Suitable for vegans. | Suitable for Vegans,m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | soft-drinks-tea-coffee/adult-soft-drinks/large-bottles | soft-drinks-tea-coffee/squash-cordial/light-fruit
577319011,M&S Sparkling Strawberry & Elderflower Presse,M&S,https://www.ocado.com/products/577319011/details,features | dietaryInformation,"Sweet & Fragrant, 45 Cals Per Serving, Suitable for vegans | Suitable for Vegans",m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | soft-drinks-tea-coffee/adult-soft-drinks/large-bottles | soft-drinks-tea-coffee/squash-cordial/summer-fruits
510580011,M&S Special Reserve Port,M&S,https://www.ocado.com/products/510580011/details,features | dietaryInformation,"Warming and luscious special reserve ruby with sumptuous dark fruits, Suitable for vegans | Suitable for Vegans",beer-wine-spirits/alcohol-gifts | beer-wine-spirits/cocktails/port-brandy-fortified | beer-wine-spirits/wine/m-s-wines | beer-wine-spirits/wine/port-sherry-dessert-wine/port/ruby-port | m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | m-s/m-s-iconic-products | m-s/m-s-wines | occasions-entertaining/gifts/shop-by-gift-type/alcohol-gifts/wine-gifts
518112011,M&S Special Reserve Port Decanter,M&S,https://www.ocado.com/products/518112011/details,features | dietaryInformation,"Special reserve sweet red wine from Portugal, expertly blended for M&S. Perfect for pairing with chocolate, caramel or dried nuts. Suitable for vegans. | Suitable for Vegans",beer-wine-spirits/wine/port-sherry-dessert-wine/port/vintage-port | beer-wine-spirits/wine/red-wine/fine-red-wine | beer-wine-spirits/wine/red-wine/m-s-red-wine | m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | m-s/m-s-wines
616201011,M&S Speyside Single Malt Scotch Whisky,M&S,https://www.ocado.com/products/616201011/details,features | dietaryInformation,Suitable for vegans | Suitable for Vegans,beer-wine-spirits/alcohol-gifts | beer-wine-spirits/spirits/whisky/single-malt-whisky | m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks
509726011,M&S Spiced Apple & Pear Chutney,M&S,https://www.ocado.com/products/509726011/details,dietaryInformation,Suitable for Vegans,food-cupboard/meal-kits/indian/chutney | food-cupboard/table-sauces-condiments-dressings/condiments/chutneys-pickle-relishes/chutneys/mango-fruit-chutneys/fruit-chutney | fresh-chilled-food/brands-we-love/speciality-cheese-selection/cheese-accompaniments | fresh-chilled-food/dairy-eggs/cheese/cheese-accompaniments
509672011,M&S Spiced Lentil & Tomato Soup,M&S,https://www.ocado.com/products/509672011/details,features | dietaryInformation,"Eat well, With Red Peppers and Warming Spices, 1 of Your Five a Day = 200g, ...Cosy & comforting, Chilli rating - medium - 2, Low saturated fats, Suitable for vegans | Suitable for Vegans",dietary-lifestyle-world-foods/m-s-eat-well/can | food-cupboard/tinned-canned/tinned-soup/vegetable-soup/cans | m-s/m-s-own-brands/m-s-eat-well
599596011,M&S Spicy Arrabbiata Sauce,M&S,https://www.ocado.com/products/599596011/details,features | dietaryInformation | detailedDescription,"A Classic Arrabbiata Sauce Made with Tomatoes, Chillies and Olive Oil, Chilli rating - medium - 2, Suitable for vegans | Suitable for Vegans | M&S Arrabbiata Sauce A classic spicy arrabbiata sauce made with tomatoes, chillies and olive oil. Heat gently on the hob or in the microwave and stir through your favourite pasta. Suitable for vegans. Serves 2.",fresh-chilled-food/pasta-sauces-stock/fresh-pasta-sauce | m-s/m-s-ready-meals-easy-cooking/m-s-easy-cooking
646733011,M&S Spicy Buffalo Wing Peanuts,M&S,https://www.ocado.com/products/646733011/details,features | dietaryInformation | detailedDescription,"Full on Flavour, Chilli rating - 2, Fiery Flavours of Sizzling Chicken & Chilli Heat, Suitable for vegans | Suitable for Vegans | M&S Spicy Buffalo Wing Peanuts Roasted peanut splits with fiery flavours of sizzling chicken and chilli heat. Suitable for vegans.",dietary-lifestyle-world-foods/vegan/food-cupboard | food-cupboard/crisps-snacks-nuts/nuts-seeds-fruit-snacks/nuts/peanuts | food-cupboard/sugar-home-baking/nuts-seeds/nuts/peanuts | m-s/m-s-food-cupboard-bakery-drinks/m-s-food-cupboard/m-s-snacks-treats
601333011,M&S Spicy Mango Chutney,M&S,https://www.ocado.com/products/601333011/details,features | dietaryInformation | detailedDescription,"A Spicy Mango Chutney with Red Chillies and Black Onion Seeds, Chilly rating - Medium Heat - 2, Suitable for vegans | Suitable for Vegans | M&S Spicy Mango Chutney A spicy mango chutney with red chillies and black onion seeds. Suitable for vegans.",dietary-lifestyle-world-foods/world-foods/indian/sauces-pastes | dietary-lifestyle-world-foods/world-foods/indian/sides | food-cupboard/table-sauces-condiments-dressings/condiments/chutneys-pickle-relishes/chutneys/mango-fruit-chutneys/mango-chutney | fresh-chilled-food/brands-we-love/speciality-cheese-selection/cheese-accompaniments | fresh-chilled-food/dairy-eggs/cheese/cheese-accompaniments
587020011,M&S Spicy Rice,M&S,https://www.ocado.com/products/587020011/details,features | dietaryInformation,"Microwave 3 1/2 Mins, Chilli Rating - hot - 3, Suitable for Vegans | Suitable for Vegans",fresh-chilled-food/brands-we-love/prepared-meals-easy-cooking/starters-sides | fresh-chilled-food/ready-meals-easy-to-cook/mexican-south-american/meals-for-2 | fresh-chilled-food/ready-meals-easy-to-cook/ready-meals-for-2/mexican-south-american
649283011,M&S Spring Onion Rice,M&S,https://www.ocado.com/products/649283011/details,features | dietaryInformation,"Stir Fry, Meal in Minutes, 3 1/2 Minutes Microwave, Chilli rating - Mild - 1, Suitable for vegans | Suitable for Vegans",fresh-chilled-food/vegetables/fresh-stir-fry/stir-fry-rice | m-s/m-s-ready-meals-easy-cooking/m-s-easy-cooking
505307011,M&S Squeezed Smooth Orange Juice,M&S,https://www.ocado.com/products/505307011/details,dietaryInformation,Suitable for Vegetarians; Suitable for Vegans,dietary-lifestyle-world-foods/m-s-eat-well/drinks | fresh-chilled-food/chilled-juice-drinks/chilled-juices/orange | m-s/m-s-own-brands/m-s-eat-well | soft-drinks-tea-coffee/juices/orange/chilled
601867011,M&S Stain Removing Wipes,M&S,https://www.ocado.com/products/601867011/details,features | dietaryInformation,"Treats Upholstery, Carpets & Fabrics Quickly & Easily, Cruelty-Free International™, Suitable for Vegans | Suitable for Vegans",home-care-cleaning/laundry/stain-removers-whiteners/wipes
605998011,M&S Steakhouse Seasoning,M&S,https://www.ocado.com/products/605998011/details,features | dietaryInformation,"With garlic and black pepper, perfect for flavourful steaks, Suitable for vegans | Suitable for Vegans",dietary-lifestyle-world-foods/vegan/ingredients | food-cupboard/cooking-ingredients/seasonings-rubs/bbq | food-cupboard/cooking-ingredients/seasonings-rubs/made-for-meat
681620011,M&S Steel Cut Pinhead Oats,M&S,https://www.ocado.com/products/681620011/details,features | dietaryInformation,"Wholegrain, High in Fibre, 100% Scottish Oats Grown & Milled, Supporting Scottish Supplier, Eat well, Perfect for Traditional Porridge Soups and Stews, Suitable for vegans | Suitable for Vegans",food-cupboard/breakfast-cereals/porridge-oats/loose | m-s/m-s-food-cupboard-bakery-drinks/m-s-food-cupboard/m-s-cereal
601259011,M&S Stellenrust Chardonnay,M&S,https://www.ocado.com/products/601259011/details,features | dietaryInformation,"Wine of Western Cape, South Africa, Suitable for vegans | Suitable for Vegans",beer-wine-spirits/wine/m-s-wines | beer-wine-spirits/wine/white-wine/shop-by-country/south-africa | beer-wine-spirits/wine/white-wine/shop-by-flavour/crisp-dry | beer-wine-spirits/wine/white-wine/shop-by-variety/chardonnay | m-s/m-s-wines
613727011,M&S Sticky Toffee Rooibos Infusion Teabags,M&S,https://www.ocado.com/products/613727011/details,features | dietaryInformation,"Naturally caffeine free, Indulgent & moreish, with notes of rich caramel, perfect with a splash of cream, Suitable for vegans | Suitable for Vegans",soft-drinks-tea-coffee/tea-coffee-hot-drinks/tea/fruit-herbal/herbal | soft-drinks-tea-coffee/tea-coffee-hot-drinks/tea/rooibos
583390011,M&S Still Lemon & Lime Water,M&S,https://www.ocado.com/products/583390011/details,features | dietaryInformation,"Eat well, Plant Based Sweetener, No Sugar, No Artificial Sweeteners, Colours or Flavourings, Suitable for vegans | No Sugar; Suitable for Vegans",m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | m-s/m-s-own-brands/m-s-eat-well | soft-drinks-tea-coffee/water/fruit-flavoured-water/large-bottles
583391011,M&S Still Peach & Raspberry Water,M&S,https://www.ocado.com/products/583391011/details,features | dietaryInformation,"Eat well, Plant Based Sweetener, No Sugar, No Artificial Sweeteners, Colours or Flavourings, Suitable for vegans | No Sugar; Suitable for Vegans",m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks | m-s/m-s-own-brands/m-s-eat-well | soft-drinks-tea-coffee/water/fruit-flavoured-water/large-bottles
518487011,M&S Stir Fry Sweet Chilli Sauce,M&S,https://www.ocado.com/products/518487011/details,features | dietaryInformation,"Meal in Minutes, 2 Minutes Microwave, Chilli rating - Mild - 1, Suitable for Vegans | Suitable for Vegans",dietary-lifestyle-world-foods/world-foods/chinese/sauces | fresh-chilled-food/pasta-sauces-stock/fresh-stir-fry-other-sauces/stir-fry-sauces | fresh-chilled-food/vegetables/fresh-stir-fry/fresh-stir-fry-sauces | m-s/m-s-own-brands/m-s-eat-well | m-s/m-s-ready-meals-easy-cooking/m-s-easy-cooking
516398011,M&S Straight Cut Chips Frozen,M&S,https://www.ocado.com/products/516398011/details,features | dietaryInformation,"Made Using Only British Potatoes, Oven Cook in 24 Mins, Needs Cooking, Suitable for Vegans | Suitable for Vegans",frozen-food/frozen-chips-potatoes-rice/frozen-chips | m-s/m-s-frozen
642812011,M&S Strawberries Frozen,M&S,https://www.ocado.com/products/642812011/details,features | dietaryInformation,"Eat well, 1 of Your Five a Day = 80g, Whole, ripe and ready to eat strawberries, Suitable for vegans | Suitable for Vegans",frozen-food/frozen-fruit-vegetables-herbs/frozen-fruit | m-s/m-s-frozen | m-s/m-s-own-brands/m-s-eat-well
506036011,M&S Strawberry Conserve,M&S,https://www.ocado.com/products/506036011/details,features | dietaryInformation,"Sweet & Juicy, Suitable for vegans | Suitable for Vegans",food-cupboard/jam-spreads-desserts/jam/strawberry | m-s/loved-by-customers | occasions-entertaining/entertain/shop-by-category/celebration-cakes-sweet-treats/sweet-treats | occasions-entertaining/entertain/tea-parties-picnics/cream-teas-sweet-treats/cream-teas
582008011,M&S Strawberry Daiquiri,M&S,https://www.ocado.com/products/582008011/details,features | dietaryInformation,Strawberry and lime juice mixed together with two measures of white rum. Ready to drink. Suitable for vegans. | Suitable for Vegans,beer-wine-spirits/cocktails/individual-serving | m-s/m-s-food-cupboard-bakery-drinks/m-s-drinks
660269011,M&S Stuffed Vine Leaves,M&S,https://www.ocado.com/products/660269011/details,features | dietaryInformation,"With: Dill & Mint, Ready to Eat, Suitable for vegans | Suitable for Vegans",events-inspiration/3-for-8-on-deli | fresh-chilled-food/cooked-meats-deli-dips/olives-tapas-antipasti/delicatezze
512888011,M&S Sugar Free Mango & Lime Gum,M&S,https://www.ocado.com/products/512888011/details,features | dietaryInformation,"Sugar Free, Helps Keep Your Teeth Healthy, Oral Health Foundation Approved, Ultra Fruity!, Terrifically Tropical, With Xylitol, Suitable for vegetarians and vegans | Suitable for Vegetarians; Suitable for Vegans; No Sugar",food-cupboard/chocolate-sweets/mints-gum/chewing-gum | m-s/m-s-food-cupboard-bakery-drinks/m-s-food-cupboard/m-s-snacks-treats
